,Gene_MEND52
31645,GRCh38______ZNF101
31646,GRCh38______ZNF14
31647,GRCh38______AC011477.8
31648,GRCh38______LINC00663
31649,GRCh38______AC011477.9
31650,GRCh38______ZNF506
31651,GRCh38______AC011477.2
31652,GRCh38______ZNF253
31653,GRCh38______AC011477.3
31654,GRCh38______ZNF93
31655,GRCh38______ZNF682
31656,GRCh38______ZNF90
31657,GRCh38______AC011447.3
31658,GRCh38______ZNF486
31659,GRCh38______AC008554.1
31660,GRCh38______ZNF737
31661,GRCh38______AC010636.1
31662,GRCh38______ZNF626
31663,GRCh38______AC010329.1
31664,GRCh38______ZNF66
31665,GRCh38______ZNF85
31666,GRCh38______AC008739.1
31667,GRCh38______ZNF430
31668,GRCh38______ZNF714
31669,GRCh38______ZNF431
31670,GRCh38______ZNF708
31671,GRCh38______ZNF738
31672,GRCh38______ZNF493
31673,GRCh38______AC010615.2
31674,GRCh38______LINC00664
31675,GRCh38______ZNF429
31676,GRCh38______AC123912.1
31677,GRCh38______AC123912.4
31678,GRCh38______AC123912.2
31679,GRCh38______ZNF100
31680,GRCh38______AC092364.1
31681,GRCh38______ZNF43
31682,GRCh38______ZNF208
31683,GRCh38______AC003973.1
31684,GRCh38______ZNF257
31685,GRCh38______ZNF676
31686,GRCh38______AC073539.1
31687,GRCh38______AC073539.3
31688,GRCh38______ZNF729
31689,GRCh38______ZNF98
31690,GRCh38______AC011516.1
31691,GRCh38______AC025811.1
31692,GRCh38______AC011467.7
31693,GRCh38______AC011467.1
31694,GRCh38______LINC01233
31695,GRCh38______LINC01785
31696,GRCh38______ZNF492
31697,GRCh38______AC024563.1
31698,GRCh38______ZNF99
31699,GRCh38______ZNF723
31700,GRCh38______AC022145.1
31701,GRCh38______ZNF728
31702,GRCh38______LINC01859
31703,GRCh38______LINC01858
31704,GRCh38______AC074135.2
31705,GRCh38______AC074135.1
31706,GRCh38______ZNF730
31707,GRCh38______ZNF724
31708,GRCh38______AC092329.4
31709,GRCh38______ZNF91
31710,GRCh38______AC010300.1
31711,GRCh38______LINC01224
31712,GRCh38______ZNF675
31713,GRCh38______ZNF681
31714,GRCh38______AC139769.2
31715,GRCh38______AC011503.4
31716,GRCh38______ZNF726
31717,GRCh38______AC011503.1
31718,GRCh38______AC011503.2
31719,GRCh38______AC092279.1
31720,GRCh38______ZNF254
31721,GRCh38______AC073534.2
31722,GRCh38______ERVK-28
31723,GRCh38______LINC00662
31724,GRCh38______AC006504.1
31725,GRCh38______AC006504.5
31726,GRCh38______AC006504.7
31727,GRCh38______AC006504.2
31728,GRCh38______AC010511.1
31729,GRCh38______AC020905.1
31730,GRCh38______AC005580.1
31731,GRCh38______AC093074.1
31732,GRCh38______AC005307.1
31733,GRCh38______AC005381.1
31734,GRCh38______AC005394.1
31735,GRCh38______AC005616.1
31736,GRCh38______AC079466.2
31737,GRCh38______AC079466.1
31738,GRCh38______AC007795.1
31739,GRCh38______LINC00906
31740,GRCh38______AC008991.1
31741,GRCh38______AC011524.1
31742,GRCh38______AC011524.2
31743,GRCh38______LINC01532
31744,GRCh38______AC011505.1
31745,GRCh38______UQCRFS1
31746,GRCh38______AC007786.1
31747,GRCh38______AC007786.2
31748,GRCh38______AC007786.3
31749,GRCh38______AC007786.4
31750,GRCh38______AC011474.1
31751,GRCh38______AC011474.3
31752,GRCh38______AC011474.2
31753,GRCh38______VSTM2B
31754,GRCh38______POP4
31755,GRCh38______PLEKHF1
31756,GRCh38______C19orf12
31757,GRCh38______AC008798.3
31758,GRCh38______CCNE1
31759,GRCh38______AC008798.2
31760,GRCh38______URI1
31761,GRCh38______AC008507.2
31762,GRCh38______AC008507.4
31763,GRCh38______AC008507.5
31764,GRCh38______AC005597.1
31765,GRCh38______ZNF536
31766,GRCh38______AC011478.1
31767,GRCh38______AC011507.1
31768,GRCh38______LINC01834
31769,GRCh38______AC020897.1
31770,GRCh38______AC020912.1
31771,GRCh38______TSHZ3
31772,GRCh38______LINC01791
31773,GRCh38______AC025809.1
31774,GRCh38______AC008992.1
31775,GRCh38______AC008794.1
31776,GRCh38______LINC02841
31777,GRCh38______AC011525.1
31778,GRCh38______AC011525.2
31779,GRCh38______LINC01837
31780,GRCh38______LINC01533
31781,GRCh38______LINC01782
31782,GRCh38______AC011518.1
31783,GRCh38______AC074139.1
31784,GRCh38______ZNF507
31785,GRCh38______AC007773.1
31786,GRCh38______DPY19L3
31787,GRCh38______PDCD5
31788,GRCh38______ANKRD27
31789,GRCh38______AC008474.1
31790,GRCh38______RGS9BP
31791,GRCh38______AC008736.1
31792,GRCh38______NUDT19
31793,GRCh38______AC008736.2
31794,GRCh38______TDRD12
31795,GRCh38______SLC7A9
31796,GRCh38______AC008805.2
31797,GRCh38______CEP89
31798,GRCh38______FAAP24
31799,GRCh38______RHPN2
31800,GRCh38______GPATCH1
31801,GRCh38______WDR88
31802,GRCh38______LRP3
31803,GRCh38______AC008738.1
31804,GRCh38______AC008738.7
31805,GRCh38______SLC7A10
31806,GRCh38______AC008738.4
31807,GRCh38______AC008738.6
31808,GRCh38______AC008738.3
31809,GRCh38______CEBPA
31810,GRCh38______AC008738.5
31811,GRCh38______CEBPA-DT
31812,GRCh38______AC008738.2
31813,GRCh38______CEBPG
31814,GRCh38______PEPD
31815,GRCh38______AC010485.1
31816,GRCh38______CHST8
31817,GRCh38______KCTD15
31818,GRCh38______AC008556.1
31819,GRCh38______AC016587.1
31820,GRCh38______LSM14A
31821,GRCh38______KIAA0355
31822,GRCh38______AC010504.1
31823,GRCh38______GPI
31824,GRCh38______PDCD2L
31825,GRCh38______AC008747.1
31826,GRCh38______UBA2
31827,GRCh38______WTIP
31828,GRCh38______SCGB1B2P
31829,GRCh38______SCGB2B2
31830,GRCh38______AC020910.2
31831,GRCh38______ZNF302
31832,GRCh38______AC020910.5
31833,GRCh38______ZNF181
31834,GRCh38______ZNF599
31835,GRCh38______LINC01801
31836,GRCh38______AC008555.1
31837,GRCh38______AC008555.2
31838,GRCh38______AC008555.4
31839,GRCh38______AC008555.5
31840,GRCh38______LINC01838
31841,GRCh38______ZNF30-AS1
31842,GRCh38______ZNF30
31843,GRCh38______ZNF792
31844,GRCh38______GRAMD1A
31845,GRCh38______AC020907.3
31846,GRCh38______AC020907.4
31847,GRCh38______SCN1B
31848,GRCh38______HPN
31849,GRCh38______HPN-AS1
31850,GRCh38______AC020907.1
31851,GRCh38______FXYD3
31852,GRCh38______LGI4
31853,GRCh38______FXYD1
31854,GRCh38______FXYD7
31855,GRCh38______FXYD5
31856,GRCh38______FAM187B
31857,GRCh38______LSR
31858,GRCh38______AC002128.2
31859,GRCh38______AC002128.1
31860,GRCh38______USF2
31861,GRCh38______HAMP
31862,GRCh38______MAG
31863,GRCh38______CD22
31864,GRCh38______U62631.1
31865,GRCh38______FFAR1
31866,GRCh38______FFAR3
31867,GRCh38______GPR42
31868,GRCh38______LINC01531
31869,GRCh38______AC002511.2
31870,GRCh38______AC002511.1
31871,GRCh38______FFAR2
31872,GRCh38______KRTDAP
31873,GRCh38______DMKN
31874,GRCh38______SBSN
31875,GRCh38______GAPDHS
31876,GRCh38______TMEM147-AS1
31877,GRCh38______TMEM147
31878,GRCh38______ATP4A
31879,GRCh38______AD000090.1
31880,GRCh38______PMIS2
31881,GRCh38______LINC01766
31882,GRCh38______AC002115.1
31883,GRCh38______HAUS5
31884,GRCh38______RBM42
31885,GRCh38______ETV2
31886,GRCh38______COX6B1
31887,GRCh38______UPK1A
31888,GRCh38______UPK1A-AS1
31889,GRCh38______ZBTB32
31890,GRCh38______KMT2B
31891,GRCh38______IGFLR1
31892,GRCh38______U2AF1L4
31893,GRCh38______PSENEN
31894,GRCh38______AD000671.3
31895,GRCh38______LIN37
31896,GRCh38______AC002398.2
31897,GRCh38______HSPB6
31898,GRCh38______PROSER3
31899,GRCh38______AC002398.1
31900,GRCh38______ARHGAP33
31901,GRCh38______PRODH2
31902,GRCh38______NPHS1
31903,GRCh38______KIRREL2
31904,GRCh38______APLP1
31905,GRCh38______NFKBID
31906,GRCh38______HCST
31907,GRCh38______TYROBP
31908,GRCh38______LRFN3
31909,GRCh38______AF038458.3
31910,GRCh38______AF038458.2
31911,GRCh38______SDHAF1
31912,GRCh38______SYNE4
31913,GRCh38______ALKBH6
31914,GRCh38______AC002116.2
31915,GRCh38______CLIP3
31916,GRCh38______THAP8
31917,GRCh38______WDR62
31918,GRCh38______OVOL3
31919,GRCh38______POLR2I
31920,GRCh38______TBCB
31921,GRCh38______CAPNS1
31922,GRCh38______AD001527.1
31923,GRCh38______COX7A1
31924,GRCh38______ZNF565
31925,GRCh38______ZNF146
31926,GRCh38______AC092296.2
31927,GRCh38______LINC00665
31928,GRCh38______ZFP14
31929,GRCh38______AC092296.1
31930,GRCh38______AC092296.4
31931,GRCh38______ZFP82
31932,GRCh38______ZNF566
31933,GRCh38______AC092295.2
31934,GRCh38______ZNF260
31935,GRCh38______AC092295.1
31936,GRCh38______ZNF529
31937,GRCh38______ZNF529-AS1
31938,GRCh38______ZNF382
31939,GRCh38______ZNF461
31940,GRCh38______AC074138.1
31941,GRCh38______LINC01534
31942,GRCh38______ZNF567
31943,GRCh38______ZNF850
31944,GRCh38______AC020928.1
31945,GRCh38______AC020928.2
31946,GRCh38______ZNF790-AS1
31947,GRCh38______ZNF790
31948,GRCh38______ZNF345
31949,GRCh38______ZNF829
31950,GRCh38______ZNF568
31951,GRCh38______ZNF420
31952,GRCh38______AC010632.1
31953,GRCh38______AC010632.2
31954,GRCh38______ZNF585A
31955,GRCh38______AC012309.2
31956,GRCh38______ZNF585B
31957,GRCh38______ZNF383
31958,GRCh38______AC016590.1
31959,GRCh38______LINC01535
31960,GRCh38______AC016590.4
31961,GRCh38______ZNF875
31962,GRCh38______AC016590.3
31963,GRCh38______AC016590.2
31964,GRCh38______ZNF527
31965,GRCh38______ZNF569
31966,GRCh38______ZNF570
31967,GRCh38______ZNF793-AS1
31968,GRCh38______AC022148.2
31969,GRCh38______ZNF793
31970,GRCh38______AC022148.1
31971,GRCh38______ZNF571-AS1
31972,GRCh38______ZNF540
31973,GRCh38______ZNF571
31974,GRCh38______ZFP30
31975,GRCh38______ZNF781
31976,GRCh38______ZNF607
31977,GRCh38______AC093227.1
31978,GRCh38______AC093227.3
31979,GRCh38______ZNF573
31980,GRCh38______WDR87
31981,GRCh38______SIPA1L3
31982,GRCh38______AC008395.1
31983,GRCh38______AC011465.1
31984,GRCh38______AC011479.3
31985,GRCh38______AC011479.2
31986,GRCh38______DPF1
31987,GRCh38______SPINT2
31988,GRCh38______PPP1R14A
31989,GRCh38______AC011479.4
31990,GRCh38______YIF1B
31991,GRCh38______C19orf33
31992,GRCh38______KCNK6
31993,GRCh38______CATSPERG
31994,GRCh38______AC005625.1
31995,GRCh38______PSMD8
31996,GRCh38______GGN
31997,GRCh38______AC005789.1
31998,GRCh38______SPRED3
31999,GRCh38______FAM98C
32000,GRCh38______RASGRP4
32001,GRCh38______RYR1
32002,GRCh38______AC067969.2
32003,GRCh38______AC067969.1
32004,GRCh38______MAP4K1
32005,GRCh38______AC008649.1
32006,GRCh38______EIF3K
32007,GRCh38______ACTN4
32008,GRCh38______AC008649.2
32009,GRCh38______CAPN12
32010,GRCh38______AC022144.1
32011,GRCh38______LGALS7
32012,GRCh38______LGALS7B
32013,GRCh38______LGALS4
32014,GRCh38______ECH1
32015,GRCh38______AC104534.1
32016,GRCh38______HNRNPL
32017,GRCh38______AC008982.2
32018,GRCh38______RINL
32019,GRCh38______AC011455.1
32020,GRCh38______SIRT2
32021,GRCh38______NFKBIB
32022,GRCh38______CCER2
32023,GRCh38______SARS2
32024,GRCh38______MRPS12
32025,GRCh38______ERVK9-11
32026,GRCh38______FBXO17
32027,GRCh38______AC011455.6
32028,GRCh38______FBXO27
32029,GRCh38______AC010605.1
32030,GRCh38______ACP7
32031,GRCh38______PAK4
32032,GRCh38______AC011443.1
32033,GRCh38______NCCRP1
32034,GRCh38______SYCN
32035,GRCh38______IFNL3
32036,GRCh38______IFNL2
32037,GRCh38______IFNL1
32038,GRCh38______LRFN1
32039,GRCh38______AC011445.1
32040,GRCh38______GMFG
32041,GRCh38______AC011445.2
32042,GRCh38______SAMD4B
32043,GRCh38______PAF1
32044,GRCh38______MED29
32045,GRCh38______ZFP36
32046,GRCh38______PLEKHG2
32047,GRCh38______RPS16
32048,GRCh38______SUPT5H
32049,GRCh38______TIMM50
32050,GRCh38______DLL3
32051,GRCh38______SELENOV
32052,GRCh38______EID2B
32053,GRCh38______AC011500.3
32054,GRCh38______EID2
32055,GRCh38______LGALS13
32056,GRCh38______LGALS16
32057,GRCh38______LGALS14
32058,GRCh38______CLC
32059,GRCh38______LEUTX
32060,GRCh38______AC005393.1
32061,GRCh38______DYRK1B
32062,GRCh38______FBL
32063,GRCh38______FCGBP
32064,GRCh38______PSMC4
32065,GRCh38______ZNF546
32066,GRCh38______ZNF780B
32067,GRCh38______ZNF780A
32068,GRCh38______AC005614.1
32069,GRCh38______MAP3K10
32070,GRCh38______TTC9B
32071,GRCh38______CNTD2
32072,GRCh38______AKT2
32073,GRCh38______AC118344.1
32074,GRCh38______C19orf47
32075,GRCh38______PLD3
32076,GRCh38______HIPK4
32077,GRCh38______PRX
32078,GRCh38______SERTAD1
32079,GRCh38______AC010271.2
32080,GRCh38______SERTAD3
32081,GRCh38______AC010271.1
32082,GRCh38______BLVRB
32083,GRCh38______SPTBN4
32084,GRCh38______SHKBP1
32085,GRCh38______LTBP4
32086,GRCh38______NUMBL
32087,GRCh38______COQ8B
32088,GRCh38______ITPKC
32089,GRCh38______C19orf54
32090,GRCh38______SNRPA
32091,GRCh38______MIA
32092,GRCh38______RAB4B
32093,GRCh38______AC008537.4
32094,GRCh38______EGLN2
32095,GRCh38______AC008537.2
32096,GRCh38______CYP2A6
32097,GRCh38______CYP2A7
32098,GRCh38______AC092071.1
32099,GRCh38______CYP2B6
32100,GRCh38______CYP2A13
32101,GRCh38______CYP2F1
32102,GRCh38______CYP2S1
32103,GRCh38______AXL
32104,GRCh38______AC011510.1
32105,GRCh38______HNRNPUL1
32106,GRCh38______TGFB1
32107,GRCh38______AC011462.5
32108,GRCh38______CCDC97
32109,GRCh38______TMEM91
32110,GRCh38______B9D2
32111,GRCh38______AC011462.4
32112,GRCh38______EXOSC5
32113,GRCh38______BCKDHA
32114,GRCh38______AC011462.3
32115,GRCh38______AC011462.2
32116,GRCh38______B3GNT8
32117,GRCh38______DMAC2
32118,GRCh38______ERICH4
32119,GRCh38______PCAT19
32120,GRCh38______AC243960.3
32121,GRCh38______LINC01480
32122,GRCh38______AC243960.1
32123,GRCh38______CEACAM21
32124,GRCh38______CEACAM4
32125,GRCh38______CEACAM7
32126,GRCh38______CEACAM5
32127,GRCh38______CEACAM6
32128,GRCh38______AC243967.2
32129,GRCh38______CEACAM3
32130,GRCh38______AC243967.3
32131,GRCh38______LYPD4
32132,GRCh38______DMRTC2
32133,GRCh38______RPS19
32134,GRCh38______CD79A
32135,GRCh38______ARHGEF1
32136,GRCh38______ERFL
32137,GRCh38______RABAC1
32138,GRCh38______ATP1A3
32139,GRCh38______GRIK5
32140,GRCh38______ZNF574
32141,GRCh38______POU2F2
32142,GRCh38______AC010247.1
32143,GRCh38______AC010247.2
32144,GRCh38______DEDD2
32145,GRCh38______ZNF526
32146,GRCh38______GSK3A
32147,GRCh38______ERF
32148,GRCh38______CIC
32149,GRCh38______PAFAH1B3
32150,GRCh38______PRR19
32151,GRCh38______TMEM145
32152,GRCh38______MEGF8
32153,GRCh38______CNFN
32154,GRCh38______LIPE-AS1
32155,GRCh38______LIPE
32156,GRCh38______AC011497.1
32157,GRCh38______CXCL17
32158,GRCh38______CEACAM1
32159,GRCh38______CEACAM8
32160,GRCh38______PSG3
32161,GRCh38______PSG8
32162,GRCh38______PSG8-AS1
32163,GRCh38______PSG1
32164,GRCh38______PSG6
32165,GRCh38______PSG7
32166,GRCh38______AC004784.1
32167,GRCh38______PSG11
32168,GRCh38______PSG2
32169,GRCh38______AC005392.1
32170,GRCh38______PSG5
32171,GRCh38______PSG4
32172,GRCh38______PSG9
32173,GRCh38______AC005392.2
32174,GRCh38______CD177
32175,GRCh38______AC005392.3
32176,GRCh38______TEX101
32177,GRCh38______LYPD3
32178,GRCh38______PHLDB3
32179,GRCh38______ETHE1
32180,GRCh38______ZNF575
32181,GRCh38______XRCC1
32182,GRCh38______L34079.2
32183,GRCh38______L34079.3
32184,GRCh38______PINLYP
32185,GRCh38______IRGQ
32186,GRCh38______ZNF576
32187,GRCh38______SRRM5
32188,GRCh38______ZNF428
32189,GRCh38______CADM4
32190,GRCh38______PLAUR
32191,GRCh38______IRGC
32192,GRCh38______SMG9
32193,GRCh38______KCNN4
32194,GRCh38______LYPD5
32195,GRCh38______AC115522.1
32196,GRCh38______ZNF283
32197,GRCh38______ZNF404
32198,GRCh38______AC006213.2
32199,GRCh38______AC006213.7
32200,GRCh38______AC006213.3
32201,GRCh38______ZNF45
32202,GRCh38______ZNF221
32203,GRCh38______ZNF155
32204,GRCh38______AC006213.4
32205,GRCh38______AC006213.5
32206,GRCh38______AC006213.1
32207,GRCh38______ZNF230
32208,GRCh38______AC067968.2
32209,GRCh38______ZNF222
32210,GRCh38______ZNF223
32211,GRCh38______ZNF284
32212,GRCh38______ZNF224
32213,GRCh38______AC021092.1
32214,GRCh38______ZNF225
32215,GRCh38______ZNF234
32216,GRCh38______AC138470.2
32217,GRCh38______ZNF226
32218,GRCh38______ZNF227
32219,GRCh38______ZNF235
32220,GRCh38______ZNF233
32221,GRCh38______ZNF112
32222,GRCh38______ZNF285
32223,GRCh38______ZNF229
32224,GRCh38______ZNF180
32225,GRCh38______CEACAM20
32226,GRCh38______AC245748.3
32227,GRCh38______IGSF23
32228,GRCh38______AC243964.3
32229,GRCh38______PVR
32230,GRCh38______CEACAM19
32231,GRCh38______CEACAM16
32232,GRCh38______BCL3
32233,GRCh38______CBLC
32234,GRCh38______AC092306.1
32235,GRCh38______BCAM
32236,GRCh38______NECTIN2
32237,GRCh38______AC011481.2
32238,GRCh38______TOMM40
32239,GRCh38______APOE
32240,GRCh38______APOC1
32241,GRCh38______APOC4
32242,GRCh38______APOC2
32243,GRCh38______AC011481.1
32244,GRCh38______CLPTM1
32245,GRCh38______RELB
32246,GRCh38______CLASRP
32247,GRCh38______ZNF296
32248,GRCh38______GEMIN7-AS1
32249,GRCh38______GEMIN7
32250,GRCh38______MARK4
32251,GRCh38______PPP1R37
32252,GRCh38______AC005757.1
32253,GRCh38______NKPD1
32254,GRCh38______TRAPPC6A
32255,GRCh38______BLOC1S3
32256,GRCh38______EXOC3L2
32257,GRCh38______CKM
32258,GRCh38______KLC3
32259,GRCh38______ERCC2
32260,GRCh38______PPP1R13L
32261,GRCh38______CD3EAP
32262,GRCh38______ERCC1
32263,GRCh38______FOSB
32264,GRCh38______RTN2
32265,GRCh38______PPM1N
32266,GRCh38______VASP
32267,GRCh38______OPA3
32268,GRCh38______GPR4
32269,GRCh38______EML2
32270,GRCh38______EML2-AS1
32271,GRCh38______GIPR
32272,GRCh38______SNRPD2
32273,GRCh38______QPCTL
32274,GRCh38______FBXO46
32275,GRCh38______BHMG1
32276,GRCh38______SIX5
32277,GRCh38______AC074212.1
32278,GRCh38______DM1-AS
32279,GRCh38______DMPK
32280,GRCh38______DMWD
32281,GRCh38______RSPH6A
32282,GRCh38______SYMPK
32283,GRCh38______AC092301.1
32284,GRCh38______FOXA3
32285,GRCh38______IRF2BP1
32286,GRCh38______MYPOP
32287,GRCh38______NANOS2
32288,GRCh38______NOVA2
32289,GRCh38______CCDC61
32290,GRCh38______PGLYRP1
32291,GRCh38______AC007785.3
32292,GRCh38______IGFL4
32293,GRCh38______AC007785.1
32294,GRCh38______IGFL3
32295,GRCh38______IGFL2
32296,GRCh38______AC006262.2
32297,GRCh38______IGFL2-AS1
32298,GRCh38______AC006262.1
32299,GRCh38______AC006262.3
32300,GRCh38______IGFL1
32301,GRCh38______HIF3A
32302,GRCh38______AC007193.2
32303,GRCh38______PPP5C
32304,GRCh38______AC007193.1
32305,GRCh38______AC007193.3
32306,GRCh38______CCDC8
32307,GRCh38______PNMA8C
32308,GRCh38______PNMA8A
32309,GRCh38______PPP5D1
32310,GRCh38______PNMA8B
32311,GRCh38______AC011484.1
32312,GRCh38______AC093503.1
32313,GRCh38______CALM3
32314,GRCh38______AC093503.2
32315,GRCh38______PTGIR
32316,GRCh38______GNG8
32317,GRCh38______DACT3
32318,GRCh38______DACT3-AS1
32319,GRCh38______PRKD2
32320,GRCh38______STRN4
32321,GRCh38______AC008635.1
32322,GRCh38______FKRP
32323,GRCh38______SLC1A5
32324,GRCh38______AC008622.2
32325,GRCh38______AP2S1
32326,GRCh38______ARHGAP35
32327,GRCh38______NPAS1
32328,GRCh38______TMEM160
32329,GRCh38______ZC3H4
32330,GRCh38______SAE1
32331,GRCh38______BBC3
32332,GRCh38______AC008532.1
32333,GRCh38______CCDC9
32334,GRCh38______INAFM1
32335,GRCh38______C5AR1
32336,GRCh38______C5AR2
32337,GRCh38______DHX34
32338,GRCh38______MEIS3
32339,GRCh38______SLC8A2
32340,GRCh38______AC073548.2
32341,GRCh38______KPTN
32342,GRCh38______NAPA-AS1
32343,GRCh38______NAPA
32344,GRCh38______ZNF541
32345,GRCh38______AC010519.1
32346,GRCh38______AC010331.1
32347,GRCh38______BICRA
32348,GRCh38______BICRA-AS1
32349,GRCh38______EHD2
32350,GRCh38______NOP53
32351,GRCh38______NOP53-AS1
32352,GRCh38______SELENOW
32353,GRCh38______TPRX1
32354,GRCh38______CRX
32355,GRCh38______LINC01595
32356,GRCh38______SULT2A1
32357,GRCh38______BSPH1
32358,GRCh38______ELSPBP1
32359,GRCh38______CABP5
32360,GRCh38______PLA2G4C
32361,GRCh38______PLA2G4C-AS1
32362,GRCh38______LIG1
32363,GRCh38______AC011466.3
32364,GRCh38______AC011466.2
32365,GRCh38______ZSWIM9
32366,GRCh38______CARD8
32367,GRCh38______AC011466.1
32368,GRCh38______CARD8-AS1
32369,GRCh38______ZNF114-AS1
32370,GRCh38______ZNF114
32371,GRCh38______CCDC114
32372,GRCh38______EMP3
32373,GRCh38______TMEM143
32374,GRCh38______SYNGR4
32375,GRCh38______KDELR1
32376,GRCh38______GRIN2D
32377,GRCh38______GRWD1
32378,GRCh38______KCNJ14
32379,GRCh38______AC008403.2
32380,GRCh38______CYTH2
32381,GRCh38______LMTK3
32382,GRCh38______AC008403.3
32383,GRCh38______SULT2B1
32384,GRCh38______FAM83E
32385,GRCh38______SPACA4
32386,GRCh38______RPL18
32387,GRCh38______AC022154.1
32388,GRCh38______SPHK2
32389,GRCh38______DBP
32390,GRCh38______CA11
32391,GRCh38______NTN5
32392,GRCh38______FUT2
32393,GRCh38______MAMSTR
32394,GRCh38______RASIP1
32395,GRCh38______IZUMO1
32396,GRCh38______FUT1
32397,GRCh38______FGF21
32398,GRCh38______BCAT2
32399,GRCh38______AC026803.3
32400,GRCh38______HSD17B14
32401,GRCh38______PLEKHA4
32402,GRCh38______PPP1R15A
32403,GRCh38______TULP2
32404,GRCh38______NUCB1
32405,GRCh38______NUCB1-AS1
32406,GRCh38______AC026803.1
32407,GRCh38______DHDH
32408,GRCh38______BAX
32409,GRCh38______AC026803.2
32410,GRCh38______FTL
32411,GRCh38______GYS1
32412,GRCh38______RUVBL2
32413,GRCh38______LHB
32414,GRCh38______AC008687.4
32415,GRCh38______CGB3
32416,GRCh38______CGB2
32417,GRCh38______CGB1
32418,GRCh38______CGB5
32419,GRCh38______CGB8
32420,GRCh38______CGB7
32421,GRCh38______AC008687.2
32422,GRCh38______NTF4
32423,GRCh38______AC008687.3
32424,GRCh38______KCNA7
32425,GRCh38______SNRNP70
32426,GRCh38______LIN7B
32427,GRCh38______C19orf73
32428,GRCh38______PPFIA3
32429,GRCh38______HRC
32430,GRCh38______TRPM4
32431,GRCh38______SLC6A16
32432,GRCh38______AC011450.1
32433,GRCh38______CD37
32434,GRCh38______TEAD2
32435,GRCh38______AC010524.1
32436,GRCh38______DKKL1
32437,GRCh38______AC010643.1
32438,GRCh38______CCDC155
32439,GRCh38______PTH2
32440,GRCh38______GFY
32441,GRCh38______SLC17A7
32442,GRCh38______PIH1D1
32443,GRCh38______ALDH16A1
32444,GRCh38______FLT3LG
32445,GRCh38______RPL13A
32446,GRCh38______RPS11
32447,GRCh38______FCGRT
32448,GRCh38______RCN3
32449,GRCh38______NOSIP
32450,GRCh38______PRRG2
32451,GRCh38______PRR12
32452,GRCh38______AC011495.2
32453,GRCh38______RRAS
32454,GRCh38______SCAF1
32455,GRCh38______IRF3
32456,GRCh38______BCL2L12
32457,GRCh38______PRMT1
32458,GRCh38______ADM5
32459,GRCh38______AC011495.3
32460,GRCh38______CPT1C
32461,GRCh38______TSKS
32462,GRCh38______AP2A1
32463,GRCh38______FUZ
32464,GRCh38______AC006942.1
