,Gene_MEND52
25220,GRCh38__PGP
25221,GRCh38__E4F1
25222,GRCh38__AC009065.1
25223,GRCh38__DNASE1L2
25224,GRCh38__ECI1
25225,GRCh38__AC009065.8
25226,GRCh38__RNPS1
25227,GRCh38__AC009065.4
25228,GRCh38__ABCA3
25229,GRCh38__CCNF
25230,GRCh38__AC106820.3
25231,GRCh38__AC106820.5
25232,GRCh38__TEDC2
25233,GRCh38__AC106820.2
25234,GRCh38__NTN3
25235,GRCh38__TBC1D24
25236,GRCh38__AC093525.2
25237,GRCh38__ATP6V0C
25238,GRCh38__AC093525.1
25239,GRCh38__AMDHD2
25240,GRCh38__CEMP1
25241,GRCh38__PDPK1
25242,GRCh38__AC093525.6
25243,GRCh38__AC093525.7
25244,GRCh38__AC093525.4
25245,GRCh38__AC093525.3
25246,GRCh38__AC141586.3
25247,GRCh38__AC141586.2
25248,GRCh38__KCTD5
25249,GRCh38__PRSS27
25250,GRCh38__SRRM2-AS1
25251,GRCh38__SRRM2
25252,GRCh38__ELOB
25253,GRCh38__AC092117.1
25254,GRCh38__PRSS33
25255,GRCh38__PRSS41
25256,GRCh38__PRSS21
25257,GRCh38__ZG16B
25258,GRCh38__PRSS22
25259,GRCh38__AC003965.2
25260,GRCh38__AC003965.1
25261,GRCh38__FLYWCH2
25262,GRCh38__FLYWCH1
25263,GRCh38__AC004034.1
25264,GRCh38__KREMEN2
25265,GRCh38__PKMYT1
25266,GRCh38__PAQR4
25267,GRCh38__AC004233.4
25268,GRCh38__AC004233.2
25269,GRCh38__AC004233.3
25270,GRCh38__CLDN9
25271,GRCh38__CLDN6
25272,GRCh38__TNFRSF12A
25273,GRCh38__HCFC1R1
25274,GRCh38__THOC6
25275,GRCh38__BICDL2
25276,GRCh38__AC108134.1
25277,GRCh38__MMP25
25278,GRCh38__MMP25-AS1
25279,GRCh38__IL32
25280,GRCh38__AC108134.3
25281,GRCh38__ZSCAN10
25282,GRCh38__ZNF213-AS1
25283,GRCh38__ZNF205
25284,GRCh38__ZNF213
25285,GRCh38__AC108134.2
25286,GRCh38__AJ003147.1
25287,GRCh38__AJ003147.2
25288,GRCh38__OR1F1
25289,GRCh38__ZNF200
25290,GRCh38__MEFV
25291,GRCh38__LINC00921
25292,GRCh38__ZNF263
25293,GRCh38__TIGD7
25294,GRCh38__ZNF75A
25295,GRCh38__AC004232.2
25296,GRCh38__OR2C1
25297,GRCh38__AC025283.3
25298,GRCh38__MTRNR2L4
25299,GRCh38__ZSCAN32
25300,GRCh38__AC025283.2
25301,GRCh38__ZNF174
25302,GRCh38__ZNF597
25303,GRCh38__NAA60
25304,GRCh38__C16orf90
25305,GRCh38__CLUAP1
25306,GRCh38__NLRC3
25307,GRCh38__AC004494.1
25308,GRCh38__AC006111.1
25309,GRCh38__SLX4
25310,GRCh38__DNASE1
25311,GRCh38__TRAP1
25312,GRCh38__AC006111.3
25313,GRCh38__CREBBP
25314,GRCh38__ADCY9
25315,GRCh38__AC005736.3
25316,GRCh38__AC009171.2
25317,GRCh38__SRL
25318,GRCh38__LINC01569
25319,GRCh38__TFAP4
25320,GRCh38__GLIS2
25321,GRCh38__GLIS2-AS1
25322,GRCh38__PAM16
25323,GRCh38__CORO7-PAM16
25324,GRCh38__CORO7
25325,GRCh38__VASN
25326,GRCh38__DNAJA3
25327,GRCh38__NMRAL1
25328,GRCh38__HMOX2
25329,GRCh38__CDIP1
25330,GRCh38__C16orf96
25331,GRCh38__AC023830.2
25332,GRCh38__UBALD1
25333,GRCh38__MGRN1
25334,GRCh38__AC023830.1
25335,GRCh38__NUDT16L1
25336,GRCh38__ANKS3
25337,GRCh38__C16orf71
25338,GRCh38__ZNF500
25339,GRCh38__SEPT12
25340,GRCh38__SMIM22
25341,GRCh38__AC020663.2
25342,GRCh38__ROGDI
25343,GRCh38__GLYR1
25344,GRCh38__UBN1
25345,GRCh38__PPL
25346,GRCh38__SEC14L5
25347,GRCh38__NAGPA-AS1
25348,GRCh38__NAGPA
25349,GRCh38__ALG1
25350,GRCh38__C16orf89
25351,GRCh38__EEF2KMT
25352,GRCh38__AC026458.2
25353,GRCh38__LINC02164
25354,GRCh38__RBFOX1
25355,GRCh38__LINC01570
25356,GRCh38__AC005774.1
25357,GRCh38__AC093515.1
25358,GRCh38__AC018767.2
25359,GRCh38__LINC02152
25360,GRCh38__AC018767.3
25361,GRCh38__AC018767.1
25362,GRCh38__AC074052.2
25363,GRCh38__TMEM114
25364,GRCh38__METTL22
25365,GRCh38__ABAT
25366,GRCh38__TMEM186
25367,GRCh38__PMM2
25368,GRCh38__AC012173.1
25369,GRCh38__AC022167.2
25370,GRCh38__CARHSP1
25371,GRCh38__AC022167.1
25372,GRCh38__AC022167.4
25373,GRCh38__AC022167.5
25374,GRCh38__USP7
25375,GRCh38__AC022167.3
25376,GRCh38__AC087190.2
25377,GRCh38__C16orf72
25378,GRCh38__AC087190.1
25379,GRCh38__LINC02177
25380,GRCh38__LINC01177
25381,GRCh38__LINC01195
25382,GRCh38__AC007221.1
25383,GRCh38__AC007221.2
25384,GRCh38__AC007218.1
25385,GRCh38__GRIN2A
25386,GRCh38__AC007218.2
25387,GRCh38__AC133565.1
25388,GRCh38__ATF7IP2
25389,GRCh38__AC131649.1
25390,GRCh38__LINC01290
25391,GRCh38__EMP2
25392,GRCh38__AC027277.1
25393,GRCh38__TEKT5
25394,GRCh38__AC007595.1
25395,GRCh38__NUBP1
25396,GRCh38__TVP23A
25397,GRCh38__AC133065.1
25398,GRCh38__CIITA
25399,GRCh38__DEXI
25400,GRCh38__CLEC16A
25401,GRCh38__AC007014.1
25402,GRCh38__AC007220.1
25403,GRCh38__RMI2
25404,GRCh38__SOCS1
25405,GRCh38__TNP2
25406,GRCh38__PRM3
25407,GRCh38__PRM2
25408,GRCh38__PRM1
25409,GRCh38__AC009121.2
25410,GRCh38__AC009121.1
25411,GRCh38__AC099489.1
25412,GRCh38__AC099489.3
25413,GRCh38__LITAF
25414,GRCh38__SNN
25415,GRCh38__TXNDC11
25416,GRCh38__AC007613.1
25417,GRCh38__ZC3H7A
25418,GRCh38__AC010654.1
25419,GRCh38__BCAR4
25420,GRCh38__RSL1D1
25421,GRCh38__AC007216.4
25422,GRCh38__GSPT1
25423,GRCh38__AC007216.2
25424,GRCh38__NPIPB2
25425,GRCh38__TNFRSF17
25426,GRCh38__SNX29
25427,GRCh38__AC007216.1
25428,GRCh38__AC007601.1
25429,GRCh38__AC007601.2
25430,GRCh38__AC007598.2
25431,GRCh38__AC010333.1
25432,GRCh38__AC010333.2
25433,GRCh38__AC010333.3
25434,GRCh38__CPPED1
25435,GRCh38__AC109597.1
25436,GRCh38__AC109597.2
25437,GRCh38__SHISA9
25438,GRCh38__AC009134.1
25439,GRCh38__U91319.1
25440,GRCh38__AC003009.1
25441,GRCh38__U95743.1
25442,GRCh38__ERCC4
25443,GRCh38__AC010401.1
25444,GRCh38__AC010401.2
25445,GRCh38__LINC02185
25446,GRCh38__LINC02186
25447,GRCh38__MKL2
25448,GRCh38__AC130650.2
25449,GRCh38__AC130650.1
25450,GRCh38__MIR193BHG
25451,GRCh38__LINC02130
25452,GRCh38__AC040173.1
25453,GRCh38__PARN
25454,GRCh38__BFAR
25455,GRCh38__PLA2G10
25456,GRCh38__AC009167.1
25457,GRCh38__NPIPA3
25458,GRCh38__AC136443.4
25459,GRCh38__NPIPA2
25460,GRCh38__NOMO1
25461,GRCh38__AC136443.3
25462,GRCh38__AC138932.2
25463,GRCh38__NPIPA1
25464,GRCh38__PDXDC1
25465,GRCh38__AC138932.5
25466,GRCh38__NTAN1
25467,GRCh38__RRN3
25468,GRCh38__AC126763.1
25469,GRCh38__NPIPA5
25470,GRCh38__MPV17L
25471,GRCh38__AC140504.1
25472,GRCh38__C16orf45
25473,GRCh38__MARF1
25474,GRCh38__AC026401.1
25475,GRCh38__NDE1
25476,GRCh38__AC026401.3
25477,GRCh38__MYH11
25478,GRCh38__AF001548.2
25479,GRCh38__AF001548.1
25480,GRCh38__FOPNL
25481,GRCh38__AC130651.1
25482,GRCh38__ABCC1
25483,GRCh38__ABCC6
25484,GRCh38__AC136624.1
25485,GRCh38__NOMO3
25486,GRCh38__AC136624.2
25487,GRCh38__AC138969.3
25488,GRCh38__AC138969.1
25489,GRCh38__NPIPA7
25490,GRCh38__AC092326.1
25491,GRCh38__XYLT1
25492,GRCh38__AC109446.3
25493,GRCh38__AC109495.1
25494,GRCh38__AC025277.1
25495,GRCh38__AC010601.1
25496,GRCh38__AC091489.1
25497,GRCh38__NPIPA8
25498,GRCh38__AC126755.2
25499,GRCh38__AC126755.4
25500,GRCh38__AC126755.3
25501,GRCh38__NOMO2
25502,GRCh38__AC136618.1
25503,GRCh38__RPS15A
25504,GRCh38__AC138811.2
25505,GRCh38__ARL6IP1
25506,GRCh38__AC138811.1
25507,GRCh38__SMG1
25508,GRCh38__AC092287.1
25509,GRCh38__TMC7
25510,GRCh38__AC099518.4
25511,GRCh38__AC099518.2
25512,GRCh38__COQ7
25513,GRCh38__AC099518.1
25514,GRCh38__AC099518.6
25515,GRCh38__ITPRIPL2
25516,GRCh38__AC099518.3
25517,GRCh38__AC099518.5
25518,GRCh38__SYT17
25519,GRCh38__CLEC19A
25520,GRCh38__AC130456.2
25521,GRCh38__TMC5
25522,GRCh38__AC130456.4
25523,GRCh38__AC130456.3
25524,GRCh38__AC130456.5
25525,GRCh38__GDE1
25526,GRCh38__CCP110
25527,GRCh38__VPS35L
25528,GRCh38__AC002550.2
25529,GRCh38__KNOP1
25530,GRCh38__AC002550.1
25531,GRCh38__IQCK
25532,GRCh38__AC027130.1
25533,GRCh38__GPRC5B
25534,GRCh38__GPR139
25535,GRCh38__AC092132.1
25536,GRCh38__GP2
25537,GRCh38__UMOD
25538,GRCh38__PDILT
25539,GRCh38__AC106796.1
25540,GRCh38__ACSM5
25541,GRCh38__AC137056.1
25542,GRCh38__ACSM2A
25543,GRCh38__ACSM2B
25544,GRCh38__AC141273.1
25545,GRCh38__ACSM3
25546,GRCh38__ACSM1
25547,GRCh38__THUMPD1
25548,GRCh38__AC004381.1
25549,GRCh38__ERI2
25550,GRCh38__REXO5
25551,GRCh38__DCUN1D3
25552,GRCh38__LYRM1
25553,GRCh38__DNAH3
25554,GRCh38__AC008551.1
25555,GRCh38__TMEM159
25556,GRCh38__AF001550.1
25557,GRCh38__ZP2
25558,GRCh38__ANKS4B
25559,GRCh38__CRYM
25560,GRCh38__NPIPB3
25561,GRCh38__AC005632.4
25562,GRCh38__METTL9
25563,GRCh38__IGSF6
25564,GRCh38__OTOA
25565,GRCh38__AC092375.2
25566,GRCh38__NPIPB4
25567,GRCh38__AC092119.2
25568,GRCh38__UQCRC2
25569,GRCh38__PDZD9
25570,GRCh38__AC092119.3
25571,GRCh38__MOSMO
25572,GRCh38__AC009019.1
25573,GRCh38__VWA3A
25574,GRCh38__SDR42E2
25575,GRCh38__EEF2K
25576,GRCh38__AC009034.1
25577,GRCh38__POLR3E
25578,GRCh38__CDR2
25579,GRCh38__AC092338.1
25580,GRCh38__AC092338.2
25581,GRCh38__NPIPB5
25582,GRCh38__AC009021.2
25583,GRCh38__AC009021.1
25584,GRCh38__AC130466.1
25585,GRCh38__HS3ST2
25586,GRCh38__AC127459.2
25587,GRCh38__USP31
25588,GRCh38__SCNN1G
25589,GRCh38__AC099482.1
25590,GRCh38__SCNN1B
25591,GRCh38__COG7
25592,GRCh38__AC008915.2
25593,GRCh38__GGA2
25594,GRCh38__EARS2
25595,GRCh38__UBFD1
25596,GRCh38__NDUFAB1
25597,GRCh38__PALB2
25598,GRCh38__AC008870.4
25599,GRCh38__DCTN5
25600,GRCh38__PLK1
25601,GRCh38__AC008870.3
25602,GRCh38__ERN2
25603,GRCh38__AC012317.1
25604,GRCh38__CHP2
25605,GRCh38__PRKCB
25606,GRCh38__LINC2194
25607,GRCh38__CACNG3
25608,GRCh38__AC008938.1
25609,GRCh38__RBBP6
25610,GRCh38__TNRC6A
25611,GRCh38__LINC01567
25612,GRCh38__AC008731.1
25613,GRCh38__SLC5A11
25614,GRCh38__ARHGAP17
25615,GRCh38__LINC02175
25616,GRCh38__LCMT1
25617,GRCh38__LCMT1-AS2
25618,GRCh38__AQP8
25619,GRCh38__ZKSCAN2
25620,GRCh38__AC008741.1
25621,GRCh38__AC008741.2
25622,GRCh38__LINC02191
25623,GRCh38__HS3ST4
25624,GRCh38__AC009158.1
25625,GRCh38__LINC02195
25626,GRCh38__AC009035.1
25627,GRCh38__C16orf82
25628,GRCh38__AC092725.1
25629,GRCh38__LINC02129
25630,GRCh38__KDM8
25631,GRCh38__AC109449.1
25632,GRCh38__NSMCE1
25633,GRCh38__AC106739.1
25634,GRCh38__AC106739.2
25635,GRCh38__IL4R
25636,GRCh38__IL21R
25637,GRCh38__IL21R-AS1
25638,GRCh38__GTF3C1
25639,GRCh38__KIAA0556
25640,GRCh38__AC016597.1
25641,GRCh38__GSG1L
25642,GRCh38__XPO6
25643,GRCh38__AC138904.3
25644,GRCh38__AC138904.1
25645,GRCh38__SBK1
25646,GRCh38__NPIPB6
25647,GRCh38__EIF3CL
25648,GRCh38__AC138894.2
25649,GRCh38__AC138894.1
25650,GRCh38__NPIPB7
25651,GRCh38__CLN3
25652,GRCh38__APOBR
25653,GRCh38__IL27
25654,GRCh38__NUPR1
25655,GRCh38__AC020765.2
25656,GRCh38__SGF29
25657,GRCh38__SULT1A2
25658,GRCh38__SULT1A1
25659,GRCh38__NPIPB8
25660,GRCh38__EIF3C
25661,GRCh38__NPIPB9
25662,GRCh38__AC145285.2
25663,GRCh38__AC145285.3
25664,GRCh38__AC145285.6
25665,GRCh38__ATXN2L
25666,GRCh38__AC133550.1
25667,GRCh38__TUFM
25668,GRCh38__SH2B1
25669,GRCh38__AC133550.2
25670,GRCh38__ATP2A1
25671,GRCh38__ATP2A1-AS1
25672,GRCh38__RABEP2
25673,GRCh38__CD19
25674,GRCh38__NFATC2IP
25675,GRCh38__AC109460.2
25676,GRCh38__AC109460.1
25677,GRCh38__SPNS1
25678,GRCh38__LAT
25679,GRCh38__AC109460.4
25680,GRCh38__AC009093.2
25681,GRCh38__AC009093.1
25682,GRCh38__AC009093.5
25683,GRCh38__AC009093.4
25684,GRCh38__AC009093.6
25685,GRCh38__NPIPB11
25686,GRCh38__BOLA2
25687,GRCh38__BOLA2-SMG1P6
25688,GRCh38__SLX1B
25689,GRCh38__SULT1A4
25690,GRCh38__AC133555.3
25691,GRCh38__NPIPB12
25692,GRCh38__SPN
25693,GRCh38__AC009086.2
25694,GRCh38__QPRT
25695,GRCh38__C16orf54
25696,GRCh38__AC009133.3
25697,GRCh38__ZG16
25698,GRCh38__KIF22
25699,GRCh38__AC009133.4
25700,GRCh38__MAZ
25701,GRCh38__AC009133.2
25702,GRCh38__AC009133.1
25703,GRCh38__PRRT2
25704,GRCh38__AC009133.6
25705,GRCh38__PAGR1
25706,GRCh38__AC120114.5
25707,GRCh38__MVP
25708,GRCh38__CDIPT
25709,GRCh38__AC120114.3
25710,GRCh38__SEZ6L2
25711,GRCh38__ASPHD1
25712,GRCh38__KCTD13
25713,GRCh38__AC120114.1
25714,GRCh38__TMEM219
25715,GRCh38__TAOK2
25716,GRCh38__HIRIP3
25717,GRCh38__INO80E
25718,GRCh38__DOC2A
25719,GRCh38__C16orf92
25720,GRCh38__FAM57B
25721,GRCh38__AC093512.2
25722,GRCh38__ALDOA
25723,GRCh38__AC093512.1
25724,GRCh38__PPP4C
25725,GRCh38__TBX6
25726,GRCh38__YPEL3
25727,GRCh38__AC012645.1
25728,GRCh38__GDPD3
25729,GRCh38__AC012645.2
25730,GRCh38__AC012645.4
25731,GRCh38__MAPK3
25732,GRCh38__CORO1A
25733,GRCh38__AC012645.3
25734,GRCh38__BOLA2B
25735,GRCh38__SLX1A
25736,GRCh38__SULT1A3
25737,GRCh38__AC106782.1
25738,GRCh38__NPIPB13
25739,GRCh38__CD2BP2
25740,GRCh38__AC106782.2
25741,GRCh38__TBC1D10B
25742,GRCh38__AC106782.6
25743,GRCh38__MYLPF
25744,GRCh38__ZNF48
25745,GRCh38__SEPT1
25746,GRCh38__ZNF771
25747,GRCh38__DCTPP1
25748,GRCh38__SEPHS2
25749,GRCh38__ITGAL
25750,GRCh38__AC116348.3
25751,GRCh38__AC116348.1
25752,GRCh38__AC116348.2
25753,GRCh38__ZNF768
25754,GRCh38__AC002310.5
25755,GRCh38__ZNF747
25756,GRCh38__AC002310.4
25757,GRCh38__AC002310.1
25758,GRCh38__ZNF764
25759,GRCh38__ZNF688
25760,GRCh38__AC002310.2
25761,GRCh38__ZNF785
25762,GRCh38__AC093249.2
25763,GRCh38__ZNF689
25764,GRCh38__PRR14
25765,GRCh38__FBRS
25766,GRCh38__AC093249.6
25767,GRCh38__SRCAP
25768,GRCh38__AC106886.5
25769,GRCh38__TMEM265
25770,GRCh38__PHKG2
25771,GRCh38__CCDC189
25772,GRCh38__RNF40
25773,GRCh38__ZNF629
25774,GRCh38__AC106886.3
25775,GRCh38__BCL7C
25776,GRCh38__MIR762HG
25777,GRCh38__CTF1
25778,GRCh38__FBXL19-AS1
25779,GRCh38__FBXL19
25780,GRCh38__ORAI3
25781,GRCh38__AC135048.3
25782,GRCh38__SETD1A
25783,GRCh38__HSD3B7
25784,GRCh38__STX1B
25785,GRCh38__STX4
25786,GRCh38__AC135050.3
25787,GRCh38__AC135050.1
25788,GRCh38__ZNF668
25789,GRCh38__AC135050.4
25790,GRCh38__ZNF646
25791,GRCh38__PRSS53
25792,GRCh38__AC135050.2
25793,GRCh38__VKORC1
25794,GRCh38__BCKDK
25795,GRCh38__KAT8
25796,GRCh38__AC009088.3
25797,GRCh38__PRSS8
25798,GRCh38__PRSS36
25799,GRCh38__FUS
25800,GRCh38__AC009088.2
25801,GRCh38__AC009088.1
25802,GRCh38__PYCARD
25803,GRCh38__PYCARD-AS1
25804,GRCh38__TRIM72
25805,GRCh38__PYDC1
25806,GRCh38__ITGAM
25807,GRCh38__ITGAX
25808,GRCh38__ITGAD
25809,GRCh38__COX6A2
25810,GRCh38__AC026471.5
25811,GRCh38__ZNF843
25812,GRCh38__AC026471.4
25813,GRCh38__AC026471.1
25814,GRCh38__ARMC5
25815,GRCh38__TGFB1I1
25816,GRCh38__SLC5A2
25817,GRCh38__AC026471.3
25818,GRCh38__C16orf58
25819,GRCh38__AC026471.2
25820,GRCh38__AHSP
25821,GRCh38__AC106730.1
25822,GRCh38__LINC02190
25823,GRCh38__AC074050.2
25824,GRCh38__AC074050.4
25825,GRCh38__AC074050.3
25826,GRCh38__ZNF720
25827,GRCh38__ZNF267
25828,GRCh38__IGHV1OR16-1
25829,GRCh38__IGHV1OR16-3
25830,GRCh38__IGHV3OR16-9
25831,GRCh38__AC133485.5
25832,GRCh38__AC133485.3
25833,GRCh38__TP53TG3D
25834,GRCh38__AC133485.2
25835,GRCh38__AC138915.3
25836,GRCh38__AC138907.7
25837,GRCh38__AC138907.1
25838,GRCh38__TP53TG3
25839,GRCh38__AC138907.3
25840,GRCh38__AC138907.2
25841,GRCh38__AC137761.1
25842,GRCh38__IGHV2OR16-5
25843,GRCh38__AC142086.1
25844,GRCh38__IGHV3OR16-15
25845,GRCh38__IGHV3OR16-6
25846,GRCh38__IGHV1OR16-2
25847,GRCh38__IGHV3OR16-10
25848,GRCh38__AC142086.4
25849,GRCh38__IGHV1OR16-4
25850,GRCh38__IGHV3OR16-8
25851,GRCh38__AC145350.2
25852,GRCh38__AC145350.4
25853,GRCh38__AC138869.2
25854,GRCh38__TP53TG3C
25855,GRCh38__AC138869.3
25856,GRCh38__AC141257.2
25857,GRCh38__TP53TG3E
25858,GRCh38__TP53TG3B
25859,GRCh38__AC141257.1
25860,GRCh38__TP53TG3F
25861,GRCh38__AC136944.1
25862,GRCh38__AC136944.2
25863,GRCh38__AC136944.4
25864,GRCh38__IGHV3OR16-12
25865,GRCh38__IGHV3OR16-13
25866,GRCh38__AC136428.1
25867,GRCh38__AC140658.1
25868,GRCh38__IGHV3OR16-11
25869,GRCh38__IGHV3OR16-7
25870,GRCh38__AC133561.2
25871,GRCh38__LINC00273
25872,GRCh38__LINC02184
25873,GRCh38__AC135776.1
25874,GRCh38__AC135776.2
25875,GRCh38__AC023824.5
25876,GRCh38__AC023824.1
25877,GRCh38__AC023824.4
25878,GRCh38__AC023824.3
25879,GRCh38__LINC01566
25880,GRCh38__AC018558.2
25881,GRCh38__AC018558.3
25882,GRCh38__AC018558.1
25883,GRCh38__AC092325.1
25884,GRCh38__LINC02167
25885,GRCh38__AC106785.2
25886,GRCh38__SHCBP1
25887,GRCh38__AC092368.3
25888,GRCh38__VPS35
25889,GRCh38__ORC6
25890,GRCh38__MYLK3
25891,GRCh38__C16orf87
25892,GRCh38__GPT2
25893,GRCh38__DNAJA2
25894,GRCh38__AC018845.3
25895,GRCh38__AC018845.1
25896,GRCh38__NETO2
25897,GRCh38__ITFG1-AS1
25898,GRCh38__ITFG1
25899,GRCh38__AC007494.2
25900,GRCh38__AC007533.1
25901,GRCh38__PHKB
25902,GRCh38__LINC02133
25903,GRCh38__LINC02192
25904,GRCh38__LINC02134
25905,GRCh38__ABCC12
25906,GRCh38__ABCC11
25907,GRCh38__LONP2
25908,GRCh38__SIAH1
25909,GRCh38__N4BP1
25910,GRCh38__AC026470.2
25911,GRCh38__AC023813.1
25912,GRCh38__AC007611.1
25913,GRCh38__AC023813.3
25914,GRCh38__AC023813.4
25915,GRCh38__AC044798.1
25916,GRCh38__AC044798.2
25917,GRCh38__CBLN1
25918,GRCh38__AC007614.1
25919,GRCh38__C16orf78
25920,GRCh38__AC007861.1
25921,GRCh38__AC007861.2
25922,GRCh38__LINC02179
25923,GRCh38__ZNF423
25924,GRCh38__AC007603.1
25925,GRCh38__CNEP1R1
25926,GRCh38__AC007610.1
25927,GRCh38__HEATR3
25928,GRCh38__AC007610.2
25929,GRCh38__TENT4B
25930,GRCh38__ADCY7
25931,GRCh38__BRD7
25932,GRCh38__AC007493.2
25933,GRCh38__LINC02178
25934,GRCh38__AC007493.1
25935,GRCh38__NKD1
25936,GRCh38__AC007608.2
25937,GRCh38__AC007608.1
25938,GRCh38__AC007608.3
25939,GRCh38__SNX20
25940,GRCh38__NOD2
25941,GRCh38__AC007728.2
25942,GRCh38__CYLD
25943,GRCh38__AC007728.1
25944,GRCh38__LINC02168
25945,GRCh38__LINC02128
25946,GRCh38__AC025810.1
25947,GRCh38__LINC02127
25948,GRCh38__AC027688.1
25949,GRCh38__AC027688.2
25950,GRCh38__SALL1
25951,GRCh38__AC009166.1
25952,GRCh38__AC087564.1
25953,GRCh38__AC007344.1
25954,GRCh38__HNRNPA1P48
25955,GRCh38__LINC01571
25956,GRCh38__AC009039.1
25957,GRCh38__LINC00919
25958,GRCh38__LINC02180
25959,GRCh38__AC007333.2
25960,GRCh38__AC007333.1
25961,GRCh38__CASC22
25962,GRCh38__TOX3
25963,GRCh38__CASC16
25964,GRCh38__AC026462.3
25965,GRCh38__AC026462.2
25966,GRCh38__AC026462.4
25967,GRCh38__AC007906.2
25968,GRCh38__CHD9
25969,GRCh38__AC007342.4
25970,GRCh38__AC007342.5
25971,GRCh38__RBL2
25972,GRCh38__AKTIP
25973,GRCh38__RPGRIP1L
25974,GRCh38__FTO
25975,GRCh38__AC007496.2
25976,GRCh38__AC007496.1
25977,GRCh38__AC007347.1
25978,GRCh38__AC007907.1
25979,GRCh38__LINC02169
25980,GRCh38__IRX3
25981,GRCh38__AC018553.2
25982,GRCh38__AC018553.1
25983,GRCh38__LINC02140
25984,GRCh38__LINC02183
25985,GRCh38__AC007491.1
25986,GRCh38__CRNDE
25987,GRCh38__IRX5
25988,GRCh38__AC106738.1
25989,GRCh38__AC106738.2
25990,GRCh38__AC109462.1
25991,GRCh38__AC109462.3
25992,GRCh38__IRX6
25993,GRCh38__AC109462.2
25994,GRCh38__MMP2
25995,GRCh38__AC007336.2
25996,GRCh38__MMP2-AS1
25997,GRCh38__LPCAT2
25998,GRCh38__AC007336.1
25999,GRCh38__CAPNS2
26000,GRCh38__SLC6A2
26001,GRCh38__CES1
26002,GRCh38__CES5A
26003,GRCh38__AC007495.1
26004,GRCh38__AC007495.2
26005,GRCh38__AC079411.1
26006,GRCh38__GNAO1
26007,GRCh38__DKFZP434H168
26008,GRCh38__AC009102.2
26009,GRCh38__AMFR
26010,GRCh38__AC092140.1
26011,GRCh38__NUDT21
26012,GRCh38__OGFOD1
26013,GRCh38__AC092140.2
26014,GRCh38__BBS2
26015,GRCh38__MT4
26016,GRCh38__MT3
26017,GRCh38__MT2A
26018,GRCh38__AC026461.3
26019,GRCh38__MT1E
26020,GRCh38__MT1M
26021,GRCh38__MT1A
26022,GRCh38__MT1B
26023,GRCh38__MT1F
26024,GRCh38__MT1G
26025,GRCh38__MT1H
26026,GRCh38__AC026461.4
26027,GRCh38__MT1X
26028,GRCh38__AC106779.1
26029,GRCh38__NUP93
26030,GRCh38__SLC12A3
26031,GRCh38__HERPUD1
26032,GRCh38__CETP
26033,GRCh38__NLRC5
26034,GRCh38__AC023825.2
26035,GRCh38__AC009090.2
26036,GRCh38__CPNE2
26037,GRCh38__FAM192A
26038,GRCh38__RSPRY1
26039,GRCh38__ARL2BP
26040,GRCh38__AC009090.3
26041,GRCh38__PLLP
26042,GRCh38__CCL22
26043,GRCh38__CX3CL1
26044,GRCh38__CCL17
26045,GRCh38__CIAPIN1
26046,GRCh38__COQ9
26047,GRCh38__POLR2C
26048,GRCh38__DOK4
26049,GRCh38__CCDC102A
26050,GRCh38__ADGRG5
26051,GRCh38__ADGRG1
26052,GRCh38__AC018552.3
26053,GRCh38__ADGRG3
26054,GRCh38__AC018552.2
26055,GRCh38__DRC7
26056,GRCh38__KATNB1
26057,GRCh38__KIFC3
26058,GRCh38__AC092118.2
26059,GRCh38__AC092118.1
26060,GRCh38__CNGB1
26061,GRCh38__TEPP
26062,GRCh38__ZNF319
26063,GRCh38__USB1
26064,GRCh38__MMP15
26065,GRCh38__CFAP20
26066,GRCh38__AC026771.1
26067,GRCh38__AC009107.2
26068,GRCh38__CSNK2A2
26069,GRCh38__AC009107.1
26070,GRCh38__CCDC113
26071,GRCh38__PRSS54
26072,GRCh38__GINS3
26073,GRCh38__AC009118.1
26074,GRCh38__AC009118.2
26075,GRCh38__LINC02137
26076,GRCh38__NDRG4
26077,GRCh38__SETD6
26078,GRCh38__CNOT1
26079,GRCh38__AC009118.3
26080,GRCh38__SLC38A7
26081,GRCh38__GOT2
26082,GRCh38__AC092378.1
26083,GRCh38__AC092378.2
26084,GRCh38__LINC02141
26085,GRCh38__AC018554.3
26086,GRCh38__AC018554.1
26087,GRCh38__AC009081.1
26088,GRCh38__CDH8
26089,GRCh38__AC012174.1
26090,GRCh38__AC009110.1
26091,GRCh38__AC138305.1
26092,GRCh38__AC138305.2
26093,GRCh38__LINC02165
26094,GRCh38__AC092337.1
26095,GRCh38__AC093536.2
26096,GRCh38__AC012322.1
26097,GRCh38__AC092131.1
26098,GRCh38__CDH11
26099,GRCh38__LINC02126
26100,GRCh38__AC009055.2
26101,GRCh38__AC009055.1
26102,GRCh38__LINC00922
26103,GRCh38__AC092138.2
26104,GRCh38__AC092138.1
26105,GRCh38__AC022164.1
26106,GRCh38__CDH5
26107,GRCh38__LINC00920
26108,GRCh38__BEAN1
26109,GRCh38__BEAN1-AS1
26110,GRCh38__AC010542.3
26111,GRCh38__TK2
26112,GRCh38__AC010542.2
26113,GRCh38__AC010542.4
26114,GRCh38__CKLF
26115,GRCh38__CKLF-CMTM1
26116,GRCh38__AC010542.5
26117,GRCh38__CMTM1
26118,GRCh38__CMTM2
26119,GRCh38__AC010542.1
